,sex,age,priors_count,c_charge_degree,race_African-American,race_Asian,race_Caucasian,race_Hispanic,race_Native American,race_Other
6890,0,2.593639878631763,-0.48138430431501034,0,0,0,1,0,0,0
3030,1,2.93514447136831,-0.6927874630415009,1,0,0,1,0,0,0
3699,0,0.7153646185807543,-0.2699811455885199,0,1,0,0,0,0,0
6930,1,-0.5652776041812969,-0.6927874630415009,1,0,0,1,0,0,0
2409,1,-0.13839686326061312,-0.6927874630415009,0,0,0,0,0,0,1
2085,1,-0.8214060487337072,-0.2699811455885199,0,1,0,0,0,0,0
4047,1,-0.9067821969178439,0.998437806770423,0,0,0,1,0,0,0
5162,1,0.20310772947593386,-0.2699811455885199,0,1,0,0,0,0,0
1874,1,-0.9921583451019806,-0.6927874630415009,1,0,0,1,0,0,0
2025,1,-1.1629106414702541,-0.6927874630415009,0,1,0,0,0,0,0
5636,1,0.2884838776600706,-0.2699811455885199,1,1,0,0,0,0,0
4893,1,-0.22377301144474987,2.0554536004028754,1,1,0,0,0,0,0
576,0,1.2276215076855748,-0.2699811455885199,1,0,0,1,0,0,0
6059,1,0.37386002584420736,-0.05857798686202939,0,0,0,1,0,0,0
1189,1,0.2884838776600706,-0.6927874630415009,0,0,0,0,1,0,0
3890,1,-0.39452530781302336,-0.6927874630415009,0,1,0,0,0,0,0
4282,0,-0.9921583451019806,-0.2699811455885199,1,0,0,0,1,0,0
2709,1,-0.6506537523654337,0.36422833059095155,0,1,0,0,0,0,0
1665,0,-0.6506537523654337,-0.6927874630415009,1,1,0,0,0,0,0
29,1,-0.7360299005495704,0.36422833059095155,0,1,0,0,0,0,0
1316,1,-0.22377301144474987,-0.6927874630415009,0,1,0,0,0,0,0
3769,1,-0.05302071507647639,2.0554536004028754,0,1,0,0,0,0,0
1827,0,-1.0775344932861173,-0.6927874630415009,0,0,0,0,0,0,1
6415,1,2.422887582263489,-0.2699811455885199,1,1,0,0,0,0,0
5373,1,-0.6506537523654337,0.575631489317442,0,0,0,0,0,0,1
514,1,-0.5652776041812969,-0.2699811455885199,1,0,0,0,0,0,1
7208,1,-1.2482867896543908,-0.6927874630415009,0,1,0,0,0,0,0
3483,1,-0.6506537523654337,-0.6927874630415009,1,1,0,0,0,0,0
6104,1,-0.39452530781302336,-0.6927874630415009,1,1,0,0,0,0,0
3667,1,-0.8214060487337072,-0.6927874630415009,1,1,0,0,0,0,0
3826,1,-0.13839686326061312,-0.6927874630415009,1,0,0,1,0,0,0
4063,1,0.6299884703966175,-0.48138430431501034,1,1,0,0,0,0,0
5343,1,-0.9067821969178439,-0.48138430431501034,1,1,0,0,0,0,0
5623,1,-0.05302071507647639,-0.48138430431501034,1,1,0,0,0,0,0
6944,1,0.8861169149490278,-0.6927874630415009,0,0,0,1,0,0,0
1303,1,1.3983738040538483,0.7870346480439325,0,0,0,1,0,0,0
3741,1,-0.05302071507647639,0.36422833059095155,0,1,0,0,0,0,0
5337,1,-0.05302071507647639,-0.48138430431501034,0,1,0,0,0,0,0
5786,1,0.03235543310766036,-0.6927874630415009,0,0,0,1,0,0,0
230,1,-0.9921583451019806,-0.2699811455885199,0,1,0,0,0,0,0
728,1,0.6299884703966175,-0.48138430431501034,0,0,0,1,0,0,0
759,0,-0.9921583451019806,-0.6927874630415009,1,0,0,0,0,0,1
5171,1,0.37386002584420736,2.901066235308837,0,0,0,1,0,0,0
4161,1,0.03235543310766036,-0.05857798686202939,0,0,0,0,1,0,0
6693,0,-0.9921583451019806,-0.6927874630415009,1,1,0,0,0,0,0
396,0,-0.5652776041812969,-0.6927874630415009,0,0,0,0,1,0,0
4364,0,0.4592361740283441,2.478259917855856,0,1,0,0,0,0,0
4603,1,-0.7360299005495704,0.575631489317442,0,1,0,0,0,0,0
3845,1,-0.7360299005495704,-0.2699811455885199,0,0,0,1,0,0,0
4090,0,0.8861169149490278,-0.6927874630415009,1,0,0,0,0,0,1
568,1,0.800740766764891,1.6326472829498946,1,0,0,1,0,0,0
2838,1,0.5446123222124808,-0.6927874630415009,0,0,0,1,0,0,0
845,1,1.3983738040538483,-0.6927874630415009,0,0,0,1,0,0,0
3833,1,-0.05302071507647639,2.6896630765823466,0,0,0,1,0,0,0
2416,1,-0.7360299005495704,0.36422833059095155,0,1,0,0,0,0,0
5194,1,-0.8214060487337072,-0.6927874630415009,0,1,0,0,0,0,0
37,1,-0.9067821969178439,-0.48138430431501034,1,0,0,1,0,0,0
782,1,-1.0775344932861173,-0.6927874630415009,0,0,0,1,0,0,0
5666,1,-0.3091491596288866,1.2098409654969136,0,1,0,0,0,0,0
4307,1,-0.8214060487337072,-0.48138430431501034,0,0,0,1,0,0,0
1696,1,1.9960068413428056,-0.48138430431501034,0,0,0,1,0,0,0
4929,1,0.800740766764891,-0.6927874630415009,1,0,0,0,1,0,0
2960,1,2.508263730447626,3.5352757114883087,0,1,0,0,0,0,0
7051,1,-0.9921583451019806,-0.48138430431501034,0,1,0,0,0,0,0
2004,1,0.2884838776600706,-0.6927874630415009,1,0,0,1,0,0,0
6959,1,-0.4799014559971601,-0.48138430431501034,0,1,0,0,0,0,0
7075,1,-1.0775344932861173,-0.48138430431501034,1,0,1,0,0,0,0
5403,1,-0.9067821969178439,0.36422833059095155,0,1,0,0,0,0,0
2665,1,-0.9921583451019806,-0.05857798686202939,0,0,0,1,0,0,0
1645,1,-1.0775344932861173,2.0554536004028754,0,1,0,0,0,0,0
4136,1,-1.2482867896543908,-0.6927874630415009,0,0,0,1,0,0,0
201,0,0.20310772947593386,-0.6927874630415009,1,0,0,1,0,0,0
636,1,-1.0775344932861173,-0.6927874630415009,0,0,0,0,0,0,1
3886,0,-0.05302071507647639,-0.6927874630415009,0,0,0,1,0,0,0
5388,0,-1.1629106414702541,-0.48138430431501034,0,1,0,0,0,0,0
5417,1,-0.4799014559971601,1.6326472829498946,0,1,0,0,0,0,0
7071,1,2.6790160268158996,-0.6927874630415009,1,0,0,1,0,0,0
792,0,-0.9921583451019806,-0.6927874630415009,1,0,0,0,0,0,1
3611,1,0.1177315812917971,-0.6927874630415009,0,0,0,0,0,0,1
2912,1,-0.9067821969178439,-0.2699811455885199,0,1,0,0,0,0,0
2132,0,1.0568692113173013,-0.6927874630415009,0,0,0,1,0,0,0
3176,0,-0.9067821969178439,-0.6927874630415009,1,1,0,0,0,0,0
2465,1,0.20310772947593386,-0.48138430431501034,0,0,0,1,0,0,0
4425,0,-0.9921583451019806,-0.6927874630415009,1,0,0,0,1,0,0
6210,1,0.2884838776600706,2.266856759129366,0,1,0,0,0,0,0
2466,1,0.8861169149490278,-0.05857798686202939,1,1,0,0,0,0,0
6714,1,-0.39452530781302336,1.421244124223404,0,1,0,0,0,0,0
3477,1,1.3129976558697116,-0.6927874630415009,0,0,0,1,0,0,0
1823,1,0.37386002584420736,-0.2699811455885199,1,0,0,1,0,0,0
3921,1,-0.5652776041812969,0.36422833059095155,0,1,0,0,0,0,0
2958,1,-1.0775344932861173,-0.6927874630415009,0,1,0,0,0,0,0
426,1,1.9960068413428056,3.746678870214799,1,1,0,0,0,0,0
3100,0,1.9960068413428056,-0.6927874630415009,0,0,0,0,0,0,1
5269,0,2.764392175000036,-0.6927874630415009,0,1,0,0,0,0,0
4443,1,1.7398783967903952,-0.48138430431501034,1,0,0,1,0,0,0
6374,1,-0.39452530781302336,-0.6927874630415009,1,0,0,1,0,0,0
5129,0,1.7398783967903952,-0.6927874630415009,0,0,0,1,0,0,0
2784,0,-0.6506537523654337,-0.6927874630415009,0,1,0,0,0,0,0
1246,1,-0.6506537523654337,-0.6927874630415009,0,0,0,0,0,0,1
2720,1,1.4837499522379851,-0.48138430431501034,1,1,0,0,0,0,0
4386,1,-0.8214060487337072,0.7870346480439325,0,1,0,0,0,0,0
6407,1,-1.0775344932861173,0.575631489317442,0,0,0,1,0,0,0
2059,1,-0.39452530781302336,0.7870346480439325,0,1,0,0,0,0,0
4082,1,0.2884838776600706,-0.2699811455885199,1,0,0,1,0,0,0
2080,1,1.3129976558697116,-0.48138430431501034,1,0,0,1,0,0,0
1412,0,0.20310772947593386,-0.6927874630415009,1,1,0,0,0,0,0
2204,1,-0.9067821969178439,2.901066235308837,0,1,0,0,0,0,0
2368,1,1.1422453595014381,1.421244124223404,0,1,0,0,0,0,0
2355,1,1.3983738040538483,-0.48138430431501034,1,1,0,0,0,0,0
5840,0,-0.05302071507647639,0.36422833059095155,0,1,0,0,0,0,0
1740,1,-0.22377301144474987,-0.6927874630415009,0,0,0,1,0,0,0
394,1,-0.5652776041812969,0.36422833059095155,0,1,0,0,0,0,0
765,0,-0.9921583451019806,-0.6927874630415009,0,1,0,0,0,0,0
3520,0,-1.3336629378385276,-0.48138430431501034,0,1,0,0,0,0,0
1329,1,-1.1629106414702541,-0.2699811455885199,0,1,0,0,0,0,0
3444,1,-0.9067821969178439,-0.05857798686202939,0,1,0,0,0,0,0
3664,1,-0.8214060487337072,-0.6927874630415009,0,0,0,1,0,0,0
3818,1,0.37386002584420736,0.7870346480439325,0,1,0,0,0,0,0
5646,1,-0.8214060487337072,-0.2699811455885199,0,1,0,0,0,0,0
5191,1,-0.39452530781302336,0.1528251718644611,1,1,0,0,0,0,0
6036,1,1.825254544974532,0.575631489317442,0,0,0,1,0,0,0
1482,1,0.20310772947593386,0.575631489317442,1,0,0,0,0,0,1
3757,0,0.8861169149490278,-0.6927874630415009,1,0,0,1,0,0,0
4321,0,2.593639878631763,-0.6927874630415009,0,1,0,0,0,0,0
3345,1,0.7153646185807543,0.7870346480439325,0,1,0,0,0,0,0
1788,1,0.7153646185807543,0.1528251718644611,1,0,0,1,0,0,0
1621,1,0.7153646185807543,-0.48138430431501034,0,1,0,0,0,0,0
5253,1,1.4837499522379851,0.7870346480439325,1,1,0,0,0,0,0
1212,1,-1.1629106414702541,-0.48138430431501034,0,0,0,1,0,0,0
4337,1,-0.7360299005495704,-0.2699811455885199,0,1,0,0,0,0,0
5118,1,-1.1629106414702541,-0.6927874630415009,0,0,0,0,1,0,0
2957,1,2.0813829895269422,-0.48138430431501034,0,1,0,0,0,0,0
1065,1,-0.05302071507647639,-0.48138430431501034,0,1,0,0,0,0,0
5030,1,-0.9921583451019806,-0.6927874630415009,0,1,0,0,0,0,0
1969,1,1.7398783967903952,-0.6927874630415009,1,0,0,1,0,0,0
2051,1,-0.9067821969178439,-0.48138430431501034,1,1,0,0,0,0,0
4719,1,-0.6506537523654337,-0.6927874630415009,0,0,0,1,0,0,0
2039,1,-0.05302071507647639,-0.2699811455885199,0,0,0,0,1,0,0
1919,1,-0.39452530781302336,3.112469394035328,1,1,0,0,0,0,0
4692,0,0.4592361740283441,-0.2699811455885199,1,1,0,0,0,0,0
511,0,-0.7360299005495704,-0.6927874630415009,1,1,0,0,0,0,0
2124,1,-0.05302071507647639,-0.48138430431501034,0,0,0,1,0,0,0
4357,1,0.5446123222124808,-0.05857798686202939,1,0,0,1,0,0,0
4130,1,-0.13839686326061312,-0.48138430431501034,0,1,0,0,0,0,0
4206,0,-1.0775344932861173,-0.2699811455885199,0,1,0,0,0,0,0
6823,1,-0.39452530781302336,-0.6927874630415009,1,0,0,0,1,0,0
4272,0,-0.7360299005495704,-0.48138430431501034,0,1,0,0,0,0,0
2599,1,1.1422453595014381,0.7870346480439325,0,1,0,0,0,0,0
4020,1,2.166759137711079,-0.05857798686202939,1,1,0,0,0,0,0
3996,1,-0.7360299005495704,-0.2699811455885199,0,0,0,1,0,0,0
6429,1,1.9106306931586687,-0.6927874630415009,0,0,0,0,0,0,1
6015,0,-0.39452530781302336,1.6326472829498946,0,1,0,0,0,0,0
5505,1,0.1177315812917971,-0.6927874630415009,0,0,0,1,0,0,0
6393,1,-0.3091491596288866,-0.48138430431501034,1,0,0,0,0,0,1
6961,0,-0.22377301144474987,-0.48138430431501034,0,0,0,0,1,0,0
2344,1,-0.39452530781302336,-0.48138430431501034,1,0,0,1,0,0,0
4466,1,0.8861169149490278,-0.6927874630415009,1,0,0,0,0,0,1
2602,1,0.6299884703966175,-0.6927874630415009,1,0,0,1,0,0,0
1307,1,-0.22377301144474987,0.1528251718644611,1,1,0,0,0,0,0
5936,1,-0.9067821969178439,0.998437806770423,0,0,0,1,0,0,0
952,1,-0.9921583451019806,-0.2699811455885199,0,1,0,0,0,0,0
4910,1,-0.9921583451019806,-0.48138430431501034,0,1,0,0,0,0,0
5225,1,-0.7360299005495704,-0.05857798686202939,0,0,0,1,0,0,0
1995,1,-0.22377301144474987,0.998437806770423,0,1,0,0,0,0,0
3158,0,1.825254544974532,-0.48138430431501034,0,1,0,0,0,0,0
160,1,0.37386002584420736,-0.48138430431501034,1,0,0,1,0,0,0
5911,1,-0.3091491596288866,0.36422833059095155,1,1,0,0,0,0,0
5313,1,2.93514447136831,-0.48138430431501034,0,1,0,0,0,0,0
6384,1,-1.1629106414702541,-0.48138430431501034,0,1,0,0,0,0,0
1394,1,-0.05302071507647639,3.3238725527618183,0,1,0,0,0,0,0
4245,1,-0.05302071507647639,0.36422833059095155,0,1,0,0,0,0,0
1040,1,0.4592361740283441,-0.6927874630415009,0,1,0,0,0,0,0
3620,1,-0.9921583451019806,-0.2699811455885199,0,0,0,1,0,0,0
2856,1,1.9106306931586687,-0.6927874630415009,1,0,0,1,0,0,0
3177,1,-0.05302071507647639,0.575631489317442,0,1,0,0,0,0,0
5825,1,-0.4799014559971601,2.6896630765823466,0,1,0,0,0,0,0
951,0,-1.1629106414702541,-0.6927874630415009,1,0,0,0,1,0,0
1314,0,1.3983738040538483,0.36422833059095155,0,0,0,1,0,0,0
5678,1,1.7398783967903952,-0.48138430431501034,0,0,0,1,0,0,0
2746,1,-0.7360299005495704,1.2098409654969136,1,1,0,0,0,0,0
6659,1,1.2276215076855748,-0.6927874630415009,0,0,0,1,0,0,0
4637,1,1.9106306931586687,-0.6927874630415009,0,0,0,0,0,0,1
1489,1,-0.8214060487337072,0.998437806770423,1,1,0,0,0,0,0
1171,1,-1.1629106414702541,-0.6927874630415009,0,1,0,0,0,0,0
4002,1,-0.4799014559971601,0.1528251718644611,0,1,0,0,0,0,0
2043,1,-0.9921583451019806,-0.05857798686202939,0,1,0,0,0,0,0
3076,1,0.800740766764891,-0.2699811455885199,1,0,0,1,0,0,0
423,1,-1.2482867896543908,-0.6927874630415009,0,1,0,0,0,0,0
5487,1,-0.8214060487337072,0.1528251718644611,0,1,0,0,0,0,0
3052,1,0.7153646185807543,0.998437806770423,1,1,0,0,0,0,0
5055,1,-1.2482867896543908,-0.2699811455885199,0,1,0,0,0,0,0
1749,1,1.9960068413428056,-0.48138430431501034,0,0,0,1,0,0,0
4823,0,-0.8214060487337072,-0.6927874630415009,0,1,0,0,0,0,0
1447,1,-0.22377301144474987,-0.05857798686202939,0,0,0,1,0,0,0
5149,1,0.1177315812917971,-0.6927874630415009,1,0,0,1,0,0,0
6506,1,-0.05302071507647639,-0.48138430431501034,1,0,0,1,0,0,0
6841,1,1.825254544974532,-0.48138430431501034,0,0,0,1,0,0,0
6765,1,2.3375114340793526,-0.6927874630415009,1,1,0,0,0,0,0
61,1,-0.6506537523654337,2.478259917855856,0,1,0,0,0,0,0
3855,1,0.9714930631331645,-0.2699811455885199,0,0,0,1,0,0,0
3399,0,0.1177315812917971,0.36422833059095155,0,1,0,0,0,0,0
188,1,2.6790160268158996,-0.05857798686202939,0,1,0,0,0,0,0
6334,0,-0.39452530781302336,-0.05857798686202939,0,0,0,1,0,0,0
4934,1,-0.9921583451019806,-0.48138430431501034,0,1,0,0,0,0,0
1871,1,-1.2482867896543908,-0.05857798686202939,0,0,0,0,1,0,0
1737,1,-0.3091491596288866,-0.6927874630415009,1,1,0,0,0,0,0
1726,1,-0.8214060487337072,0.7870346480439325,1,1,0,0,0,0,0
5251,1,-0.3091491596288866,2.0554536004028754,0,1,0,0,0,0,0
3135,0,-1.0775344932861173,-0.05857798686202939,1,1,0,0,0,0,0
2440,1,-0.9921583451019806,-0.2699811455885199,0,1,0,0,0,0,0
4262,1,0.20310772947593386,-0.48138430431501034,0,0,0,0,1,0,0
7115,1,-0.4799014559971601,-0.2699811455885199,0,1,0,0,0,0,0
3756,1,0.7153646185807543,-0.6927874630415009,0,1,0,0,0,0,0
517,1,-0.8214060487337072,-0.6927874630415009,1,0,0,0,0,0,1
3572,0,-0.8214060487337072,-0.6927874630415009,0,0,0,1,0,0,0
4798,1,-0.6506537523654337,-0.2699811455885199,0,1,0,0,0,0,0
1870,1,0.37386002584420736,-0.6927874630415009,1,0,0,1,0,0,0
5296,0,1.9960068413428056,-0.6927874630415009,1,0,0,1,0,0,0
1872,1,0.9714930631331645,1.421244124223404,0,0,0,1,0,0,0
4021,1,1.2276215076855748,-0.6927874630415009,0,0,0,1,0,0,0
1151,1,0.03235543310766036,0.1528251718644611,0,0,0,1,0,0,0
1457,1,-0.9067821969178439,-0.05857798686202939,0,0,0,1,0,0,0
2747,1,-0.39452530781302336,1.2098409654969136,0,1,0,0,0,0,0
3070,1,-0.4799014559971601,-0.6927874630415009,1,0,0,0,1,0,0
5884,1,2.93514447136831,-0.6927874630415009,1,0,0,1,0,0,0
4427,1,-0.22377301144474987,-0.6927874630415009,0,0,0,1,0,0,0
6149,0,-0.7360299005495704,0.36422833059095155,0,1,0,0,0,0,0
2610,1,5.240300472340002,-0.2699811455885199,0,0,0,0,1,0,0
3461,0,-0.22377301144474987,1.6326472829498946,0,1,0,0,0,0,0
1762,1,-0.22377301144474987,-0.2699811455885199,0,0,0,1,0,0,0
531,1,-0.8214060487337072,0.575631489317442,0,1,0,0,0,0,0
2778,1,0.03235543310766036,-0.6927874630415009,0,0,0,0,1,0,0
4160,0,2.252135285895216,0.998437806770423,0,0,0,1,0,0,0
2840,1,0.5446123222124808,3.3238725527618183,0,0,0,0,1,0,0
6885,1,-0.4799014559971601,-0.48138430431501034,1,0,0,1,0,0,0
3702,1,-0.22377301144474987,0.7870346480439325,0,1,0,0,0,0,0
1826,1,2.764392175000036,-0.2699811455885199,1,0,0,1,0,0,0
6386,1,-0.9921583451019806,-0.2699811455885199,1,1,0,0,0,0,0
1355,1,0.7153646185807543,0.1528251718644611,0,0,0,1,0,0,0
4801,1,-1.0775344932861173,-0.05857798686202939,0,0,0,1,0,0,0
2456,1,0.1177315812917971,2.478259917855856,0,1,0,0,0,0,0
1543,1,-0.7360299005495704,-0.6927874630415009,1,0,0,0,1,0,0
2367,1,-0.7360299005495704,-0.48138430431501034,0,1,0,0,0,0,0
4043,0,0.20310772947593386,-0.48138430431501034,0,1,0,0,0,0,0
6628,1,-0.7360299005495704,-0.6927874630415009,0,1,0,0,0,0,0
3718,1,2.422887582263489,1.421244124223404,0,0,0,1,0,0,0
1624,0,-0.3091491596288866,-0.2699811455885199,0,1,0,0,0,0,0
4017,1,-0.22377301144474987,0.7870346480439325,0,1,0,0,0,0,0
489,1,1.3129976558697116,0.36422833059095155,0,0,1,0,0,0,0
1104,1,1.6545022486062586,-0.05857798686202939,1,0,0,1,0,0,0
935,1,-0.8214060487337072,-0.48138430431501034,0,0,0,1,0,0,0
3110,1,1.0568692113173013,-0.48138430431501034,0,0,0,1,0,0,0
4077,1,1.1422453595014381,-0.6927874630415009,1,1,0,0,0,0,0
311,1,0.7153646185807543,-0.2699811455885199,0,0,0,0,0,0,1
7086,1,-0.05302071507647639,-0.48138430431501034,0,1,0,0,0,0,0
2616,1,-0.9067821969178439,-0.48138430431501034,0,1,0,0,0,0,0
764,0,1.5691261004221218,-0.6927874630415009,0,1,0,0,0,0,0
2075,1,-1.2482867896543908,-0.6927874630415009,0,0,0,1,0,0,0
4933,1,0.800740766764891,-0.05857798686202939,0,0,0,1,0,0,0
6537,0,-0.6506537523654337,-0.2699811455885199,0,1,0,0,0,0,0
5484,1,-1.0775344932861173,-0.6927874630415009,0,1,0,0,0,0,0
6533,0,-0.8214060487337072,-0.6927874630415009,1,1,0,0,0,0,0
27,1,-0.6506537523654337,0.998437806770423,0,1,0,0,0,0,0
1285,1,-1.1629106414702541,-0.6927874630415009,0,0,0,0,1,0,0
3516,1,-0.6506537523654337,1.6326472829498946,0,1,0,0,0,0,0
6566,1,-1.1629106414702541,-0.6927874630415009,0,0,0,0,0,0,1
132,1,-0.5652776041812969,-0.6927874630415009,1,0,0,1,0,0,0
2706,1,-1.2482867896543908,-0.6927874630415009,1,1,0,0,0,0,0
3435,1,-0.13839686326061312,-0.05857798686202939,0,0,0,1,0,0,0
66,1,2.3375114340793526,-0.6927874630415009,1,0,0,0,1,0,0
1537,1,1.3983738040538483,0.575631489317442,0,0,0,1,0,0,0
820,1,-0.4799014559971601,2.6896630765823466,0,1,0,0,0,0,0
6357,0,-0.9067821969178439,0.7870346480439325,1,0,0,1,0,0,0
1446,1,0.800740766764891,-0.2699811455885199,0,1,0,0,0,0,0
2348,1,0.2884838776600706,0.1528251718644611,0,1,0,0,0,0,0
333,0,-0.8214060487337072,-0.2699811455885199,1,0,0,1,0,0,0
3300,1,-0.9921583451019806,-0.6927874630415009,1,1,0,0,0,0,0
5017,1,1.9106306931586687,-0.6927874630415009,0,1,0,0,0,0,0
2151,1,0.2884838776600706,-0.05857798686202939,0,0,0,0,1,0,0
802,1,0.1177315812917971,-0.05857798686202939,0,1,0,0,0,0,0
3877,1,0.20310772947593386,3.9580820289412895,1,1,0,0,0,0,0
5199,1,2.849768323184173,0.7870346480439325,0,0,0,1,0,0,0
3548,0,0.7153646185807543,-0.2699811455885199,0,1,0,0,0,0,0
1345,1,-0.05302071507647639,-0.2699811455885199,1,0,0,1,0,0,0
4628,0,-0.9921583451019806,0.1528251718644611,1,0,0,1,0,0,0
6821,1,1.7398783967903952,-0.2699811455885199,1,0,0,1,0,0,0
4882,1,0.2884838776600706,-0.48138430431501034,0,1,0,0,0,0,0
4231,1,-0.9921583451019806,-0.05857798686202939,0,1,0,0,0,0,0
5801,1,0.2884838776600706,-0.6927874630415009,0,1,0,0,0,0,0
1580,1,-0.5652776041812969,-0.6927874630415009,1,0,0,1,0,0,0
3481,1,-0.22377301144474987,-0.48138430431501034,0,0,0,1,0,0,0
5648,1,-0.6506537523654337,0.7870346480439325,0,1,0,0,0,0,0
6870,1,0.8861169149490278,-0.2699811455885199,1,0,0,1,0,0,0
2796,1,-1.1629106414702541,-0.6927874630415009,0,1,0,0,0,0,0
135,1,0.800740766764891,-0.2699811455885199,1,0,0,1,0,0,0
5018,1,2.849768323184173,-0.2699811455885199,0,1,0,0,0,0,0
7181,1,1.3983738040538483,0.7870346480439325,1,1,0,0,0,0,0
4027,1,1.7398783967903952,0.36422833059095155,0,1,0,0,0,0,0
4685,1,-0.6506537523654337,-0.2699811455885199,0,0,0,1,0,0,0
4029,1,-0.13839686326061312,-0.6927874630415009,1,1,0,0,0,0,0
3325,1,-0.6506537523654337,0.7870346480439325,0,1,0,0,0,0,0
3415,1,0.20310772947593386,-0.6927874630415009,0,1,0,0,0,0,0
5995,1,0.03235543310766036,3.9580820289412895,0,1,0,0,0,0,0
5922,0,-0.13839686326061312,-0.48138430431501034,0,1,0,0,0,0,0
94,0,-1.2482867896543908,-0.6927874630415009,0,0,0,1,0,0,0
2316,1,-0.3091491596288866,-0.6927874630415009,0,0,0,0,1,0,0
2014,1,0.6299884703966175,-0.48138430431501034,1,0,0,1,0,0,0
6296,0,-0.22377301144474987,0.998437806770423,1,0,0,0,1,0,0
6761,1,-0.22377301144474987,0.1528251718644611,0,1,0,0,0,0,0
4465,1,-0.9067821969178439,-0.48138430431501034,0,0,0,1,0,0,0
2285,1,1.5691261004221218,-0.48138430431501034,1,1,0,0,0,0,0
4877,1,-1.3336629378385276,-0.6927874630415009,1,0,0,1,0,0,0
5824,1,-1.2482867896543908,-0.6927874630415009,0,1,0,0,0,0,0
5051,1,0.20310772947593386,-0.6927874630415009,0,1,0,0,0,0,0
1893,1,-0.13839686326061312,-0.2699811455885199,1,1,0,0,0,0,0
6306,1,0.20310772947593386,-0.2699811455885199,0,0,0,0,0,0,1
5120,1,-0.39452530781302336,-0.2699811455885199,0,1,0,0,0,0,0
6742,1,-0.6506537523654337,0.575631489317442,0,1,0,0,0,0,0
7056,1,-1.0775344932861173,-0.6927874630415009,0,0,0,0,1,0,0
6824,1,0.7153646185807543,-0.2699811455885199,0,1,0,0,0,0,0
5493,1,1.0568692113173013,0.36422833059095155,1,0,0,1,0,0,0
783,1,1.9106306931586687,1.6326472829498946,0,1,0,0,0,0,0
2570,1,-1.0775344932861173,-0.6927874630415009,0,1,0,0,0,0,0
4594,1,0.03235543310766036,0.7870346480439325,0,1,0,0,0,0,0
6125,1,0.800740766764891,-0.48138430431501034,0,0,0,1,0,0,0
1205,1,-0.5652776041812969,0.36422833059095155,0,1,0,0,0,0,0
658,1,0.03235543310766036,-0.48138430431501034,1,1,0,0,0,0,0
4675,1,-0.05302071507647639,-0.05857798686202939,1,1,0,0,0,0,0
6398,1,1.2276215076855748,-0.6927874630415009,0,0,0,1,0,0,0
1423,1,0.37386002584420736,-0.48138430431501034,0,0,0,0,0,0,1
5908,1,3.788905953209677,-0.48138430431501034,1,0,0,1,0,0,0
5085,1,-0.9921583451019806,-0.6927874630415009,0,0,0,1,0,0,0
1776,1,1.6545022486062586,-0.6927874630415009,1,1,0,0,0,0,0
4376,0,-0.9921583451019806,-0.6927874630415009,0,0,0,1,0,0,0
7164,1,-0.3091491596288866,0.7870346480439325,1,0,0,0,1,0,0
5680,1,-0.22377301144474987,-0.6927874630415009,0,0,0,1,0,0,0
4906,1,-0.3091491596288866,0.1528251718644611,0,1,0,0,0,0,0
321,0,1.3983738040538483,-0.6927874630415009,1,0,0,1,0,0,0
3337,1,-0.5652776041812969,1.421244124223404,0,1,0,0,0,0,0
4142,1,-0.4799014559971601,-0.05857798686202939,0,0,0,1,0,0,0
2477,1,-0.9921583451019806,-0.6927874630415009,1,0,0,0,1,0,0
5432,1,1.5691261004221218,-0.05857798686202939,0,1,0,0,0,0,0
2240,1,-0.8214060487337072,-0.6927874630415009,1,0,0,1,0,0,0
6284,1,1.3129976558697116,-0.2699811455885199,1,1,0,0,0,0,0
6142,1,1.3129976558697116,2.478259917855856,1,1,0,0,0,0,0
774,1,-0.3091491596288866,-0.6927874630415009,1,1,0,0,0,0,0
4842,1,-0.7360299005495704,0.36422833059095155,0,1,0,0,0,0,0
5086,1,-0.22377301144474987,-0.2699811455885199,0,0,0,1,0,0,0
4408,1,-0.05302071507647639,-0.05857798686202939,1,0,0,1,0,0,0
1181,1,-0.39452530781302336,-0.6927874630415009,1,0,0,0,1,0,0
6794,1,-0.4799014559971601,-0.6927874630415009,0,0,0,1,0,0,0
2095,1,0.03235543310766036,-0.48138430431501034,0,1,0,0,0,0,0
1456,1,-0.9067821969178439,1.8440504416763848,1,1,0,0,0,0,0
5998,1,-0.8214060487337072,0.36422833059095155,1,1,0,0,0,0,0
4740,1,0.4592361740283441,-0.05857798686202939,1,0,0,1,0,0,0
4778,1,-0.13839686326061312,-0.05857798686202939,0,1,0,0,0,0,0
5841,1,-0.9921583451019806,-0.6927874630415009,1,0,0,0,0,0,1
7124,1,1.825254544974532,-0.6927874630415009,1,1,0,0,0,0,0
2561,1,-0.39452530781302336,2.0554536004028754,0,0,0,1,0,0,0
5187,1,-1.2482867896543908,0.36422833059095155,0,1,0,0,0,0,0
1061,0,1.2276215076855748,0.1528251718644611,0,0,0,1,0,0,0
4559,1,-0.3091491596288866,1.421244124223404,0,1,0,0,0,0,0
1531,1,0.8861169149490278,-0.05857798686202939,0,1,0,0,0,0,0
6925,1,-0.6506537523654337,1.421244124223404,0,1,0,0,0,0,0
1916,1,-0.9921583451019806,-0.6927874630415009,0,1,0,0,0,0,0
1791,0,0.03235543310766036,-0.6927874630415009,0,1,0,0,0,0,0
